folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
,childinfo_ageinmonth,Child's age in months at randomization ,,integer,,,,,,
CHILDINFO,childinfo_ageinyear,Child's age in years at randomization,,integer,,,,,,
CHILDINFO,childinfo_grade,Child's grade at screening,,choices,,grade,,,,
CHILDINFO,childinfo_sex,Child's sex ,,choices,,sex_1m_2f,,,,
CHILDINFO,childinfo_race,Child's race,,choices,,race,,,,
CHILDINFO,childinfo_ethnicity,Child's ethnicity,,choices,,ethnicity,,,,
ANTHROPOMETRY,anthro_date,Date of measurement,,date,yyyy-mm-dd,,,,,
ANTHROPOMETRY,anthro_height_1,Standing height (cm) - measurement 1,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_height_2,Standing height (cm) - measurement 2,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_height_3,Standing height (cm) - measurement 3,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_height_avg,Calculated - Average standing height (cm) over three measurements,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_height_percentile,Current weight-for-age percentile (%),https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,percentile (th),,,,,
ANTHROPOMETRY,anthro_height_zscore,Current weight-for-age z-score,https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,,,,,,
ANTHROPOMETRY,anthro_weight_1,Current weight (kg) - measurement 1,,numeric,kilograms (kg),,,,,
ANTHROPOMETRY,anthro_weight_2,Current weight (kg) - measurement 2,,numeric,kilograms (kg),,,,,
ANTHROPOMETRY,anthro_weight_3,Current weight (kg) - measurement 3,,numeric,kilograms (kg),,,,,
ANTHROPOMETRY,anthro_weight_avg,Calculated - Average current weight (kg) over three measurements,,numeric,kilograms (kg),,,,,
ANTHROPOMETRY,anthro_weight_percentile,Current height-for-age percentile (%),https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,percentile (th),,,,,
ANTHROPOMETRY,anthro_weight_zscore,Current height-for-age z-score,https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,,,,,,
ANTHROPOMETRY,anthro_bmi,Calculated - Body mass index (BMI) (kg/m2),,numeric,kilograms per meters squared (kg/m2),,,anthro_bmi = anthro_weight_avg/(anthro_height_avg/100)^2,,
ANTHROPOMETRY,anthro_bmi_percentile,Current BMI-for-age percentile (%),https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,percentile (th),,,,,
ANTHROPOMETRY,anthro_bmi_zscore,Current BMI-for-age z-score,https://www.cdc.gov/growthcharts/percentile_data_files.htm,numeric,,,,,,
ANTHROPOMETRY,anthro_neck_1,Neck circumference (cm) - measurement 1,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_neck_2,Neck circumference (cm) - measurement 2,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_neck_3,Neck circumference (cm) - measurement 3,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_neck_avg,Calculated - Average neck circumference (cm) over three measurements,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_waist_1,Waist circumference (cm) - measurement 1,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_waist_2,Waist circumference (cm) - measurement 2,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_waist_3,Waist circumference (cm) - measurement 3,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_waist_avg,Calculated - Average waist circumference (cm) over three measurements,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_hip_1,Hip circumference (cm) - measurement 1,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_hip_2,Hip circumference (cm) - measurement 2,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_hip_3,Hip circumference (cm) - measurement 3,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_hip_avg,Calculated - Average hip circumference (cm) over three measurements,,numeric,centimeters (cm),,,,,
ANTHROPOMETRY,anthro_bp_sys_1,Resting systolic blood pressure (mmHg) - measurement 1,,integer,millimeters of mercury (mmHg),,,,,
ANTHROPOMETRY,anthro_bp_sys_2,Resting systolic blood pressure (mmHg) - measurement 2,,integer,millimeters of mercury (mmHg),,,,,
ANTHROPOMETRY,anthro_bp_sys_3,Resting systolic blood pressure (mmHg) - measurement 3,,integer,millimeters of mercury (mmHg),,,,,
ANTHROPOMETRY,anthro_bp_sys_avg123,Calculated - Average resting systolic blood pressure (mmHg) over three measurements,,numeric,millimeters of mercury (mmHg),,,,,
ANTHROPOMETRY,anthro_bp_sys_avg23,Calculated - Average resting systolic blood pressure (mmHg) over the 2nd and 3rd measurements,,numeric,millimeters of mercury (mmHg),,,,,
ANTHROPOMETRY,anthro_bp_dia_1,Resting diastolic blood pressure (mmHg) - measurement 1,,integer,millimeters of mercury (mmHg),,,,,
ANTHROPOMETRY,anthro_bp_dia_2,Resting diastolic blood pressure (mmHg) - measurement 2,,integer,millimeters of mercury (mmHg),,,,,
ANTHROPOMETRY,anthro_bp_dia_3,Resting diastolic blood pressure (mmHg) - measurement 3,,integer,millimeters of mercury (mmHg),,,,,
ANTHROPOMETRY,anthro_bp_dia_avg123,Calculated - Average resting diastolic blood pressure (mmHg) over three measurements,,numeric,millimeters of mercury (mmHg),,,,,
ANTHROPOMETRY,anthro_bp_dia_avg23,Calculated - Average resting diastolic blood pressure (mmHg) over the 2nd and 3rd measurements,,numeric,millimeters of mercury (mmHg),,,,,
STUDYINFO,studyinfo_site,Study site,,choices,,site,,,,
STUDYINFO,studyinfo_randomized_arm,Assigned treatment arm,,choices,,arm,,,,
